0,1,2,3
Ben Carson,Retired neurosurgeon,“incapable of understanding foreign policy”,https://twitter.com/realDonaldTrump/status/667328359005859840
Ben Carson,Retired neurosurgeon,“very weak on illegal immigration”,https://twitter.com/realDonaldTrump/status/664885790061813760
Ben Carson,Retired neurosurgeon,“many lies by Ben Carson”,https://twitter.com/realDonaldTrump/status/662672380561661952
Ben Carson,Retired neurosurgeon,“Pyramids built for grain storage - don't people get it?”,https://twitter.com/realDonaldTrump/status/662632599962173440
Ben Carson,Retired neurosurgeon,“VERY weak on illegal immigration”,https://twitter.com/realDonaldTrump/status/658384857421205504
Ben Carson,Retired neurosurgeon,"“has never created a job in his life (well, maybe a nurse)”",https://twitter.com/realDonaldTrump/status/658246911753920512
Ben Carson,Retired neurosurgeon,“very weak on illegal immigration”,https://twitter.com/realDonaldTrump/status/658245364932325376
Graydon Carter,"Former editor, Vanity Fair",“no talent”,https://twitter.com/realDonaldTrump/status/809383989018497024
Graydon Carter,"Former editor, Vanity Fair",“will be out!”,https://twitter.com/realDonaldTrump/status/809383989018497024
Graydon Carter,"Former editor, Vanity Fair",“a total loser”,https://twitter.com/realDonaldTrump/status/666039755038150656
Graydon Carter,"Former editor, Vanity Fair",“sloppy”,https://twitter.com/realDonaldTrump/status/666039755038150656
Graydon Carter,"Former editor, Vanity Fair",“grubby”,https://twitter.com/realDonaldTrump/status/655134544727797760
Bob Casey,United States senator,"“WEAK on Crime, ICE and Borders”",https://twitter.com/realDonaldTrump/status/1021571692781625344
Bob Casey,United States senator,“a do-nothing Senator who only shows up at election time”,https://twitter.com/realDonaldTrump/status/996822738101825538
Bob Casey,United States senator,"“loves sanctuary cities, bad and expensive healthcare”",https://twitter.com/realDonaldTrump/status/996822738101825538
Bob Casey,United States senator,“weak on borders and crime”,https://twitter.com/realDonaldTrump/status/996822740320575488
Bob Casey,United States senator,“our great Military and Vets mean nothing to Bobby Jr.”,https://twitter.com/realDonaldTrump/status/996822740320575488
Catch and Release,Policy in which undocumented immigrants are released from detention while awaiting a court hearing,“disgraceful practice”,https://twitter.com/realDonaldTrump/status/999373224059265026
Catch and Release,Policy in which undocumented immigrants are released from detention while awaiting a court hearing,“ridiculous”,https://twitter.com/realDonaldTrump/status/980443810529533952
Catch and Release,Policy in which undocumented immigrants are released from detention while awaiting a court hearing,“liberal”,https://twitter.com/realDonaldTrump/status/980443810529533952
CBS,,“Fake News”,https://twitter.com/realDonaldTrump/status/981117684489379840
CBS,,"“knowingly have a sick and biased AGENDA, ‘Fakers’”",https://twitter.com/realDonaldTrump/status/981117684489379840
CBS,,“worried about the competition and quality of Sinclair Broadcast”,https://twitter.com/realDonaldTrump/status/981117684489379840
CBS,,“have done so much dishonest reporting that they should only be allowed to get awards for fiction!”,https://twitter.com/realDonaldTrump/status/981117684489379840
CBS,,“Fiction writers!”,https://twitter.com/realDonaldTrump/status/920406959320371200
CBS,,“Fake News”,https://twitter.com/realDonaldTrump/status/894518002795900928
CBS,,“Fake News”,http://twitter.com/realDonaldTrump/status/879682547235651584
CBS,,“Fake News”,https://twitter.com/realDonaldTrump/status/872064426568036353
CBS,,“FAKE NEWS”,https://twitter.com/realDonaldTrump/status/832708293516632065
CBS,,“the enemy of the American People!”,https://twitter.com/realDonaldTrump/status/832708293516632065
Lincoln Chafee,Former Rhode Island governor,“Can anyone imagine Chafee as president? No way.”,https://twitter.com/realDonaldTrump/status/654101562948763648
Chain migration,,“outdated”,https://twitter.com/realDonaldTrump/status/960907362109452288
Chain migration,,“hurt our economic and national security”,https://twitter.com/realDonaldTrump/status/960907362109452288
Chain migration,,“horrible”,https://twitter.com/realDonaldTrump/status/946731576687235072
Chicago,,"“totally out of control,  Chicago needs help!”",https://twitter.com/realDonaldTrump/status/834916167177371648
Chicago,,"“If Chicago doesn't fix the horrible carnage going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!”",https://twitter.com/realDonaldTrump/status/824080766288228352
Chief executives on the Manufacturing Council,,"“For every CEO that drops out of the Manufacturing Council, I have many to take their place,  Grandstanders”",https://twitter.com/realDonaldTrump/status/897478270442143744
China,,“placing propaganda ads in the Des Moines Register”,https://twitter.com/realDonaldTrump/status/1045001780092956672
China,,"“If China sells a car into the U.S., there is a tax of 2%. Does anybody think that is FAIR?”",https://twitter.com/realDonaldTrump/status/1038789398140084224
China,,“targeting our farmers”,https://twitter.com/realDonaldTrump/status/1022079127799701504
China,,“vicious”,https://twitter.com/realDonaldTrump/status/1022079127799701504
China,,“playing the Currency Devaluation game”,https://twitter.com/realDonaldTrump/status/985858100149309441
China,,“Not acceptable!”,https://twitter.com/realDonaldTrump/status/985858100149309441
China,,“Caught RED HANDED”,https://twitter.com/realDonaldTrump/status/946416486054285314
China,,“they do NOTHING for us with North Korea”,https://twitter.com/realDonaldTrump/status/891442016294494209
China,,“just talk”,https://twitter.com/realDonaldTrump/status/891442016294494209
China,,“Terrible!”,https://twitter.com/realDonaldTrump/status/773116580733587456
Amy Chozick,"Reporter, The New York Times",“third-rate-reporter”,https://twitter.com/realDonaldTrump/status/680153902952615936
Amy Chozick,"Reporter, The New York Times",“totally in the Hillary circle of bias”,https://twitter.com/realDonaldTrump/status/680153902952615936
Chris Christie,New Jersey governor,“spending all of his time in NH”,https://twitter.com/realDonaldTrump/status/671330229596659712
James Clapper,Former Director of National Intelligence,“Maybe Clapper is being nice to me so he doesn’t lose his Security Clearance for lying to Congress!”,https://twitter.com/realDonaldTrump/status/1031857204767453184
James Clapper,Former Director of National Intelligence,“lied about (fraudulent) Dossier leaks”,https://twitter.com/realDonaldTrump/status/990213619190202369
James Clapper,Former Director of National Intelligence,“a lying machine”,https://twitter.com/realDonaldTrump/status/990213619190202369
James Clapper,Former Director of National Intelligence,“one of the biggest liars and leakers in Washington”,https://twitter.com/realDonaldTrump/status/960492998734868480
James Clapper,Former Director of National Intelligence,“famously got caught lying to Congress”,https://twitter.com/realDonaldTrump/status/900708110330978304
Bill Clinton,,“famously missed his shot”,https://twitter.com/realDonaldTrump/status/1064540462848098304
Bill Clinton,,“'doesn't know much'”,https://twitter.com/realDonaldTrump/status/811195441710764032
Bill Clinton,,“Wild Bill”,https://twitter.com/realDonaldTrump/status/787643017234636800
Bill Clinton,,“There's never been anyone more abusive to women in politics”,https://twitter.com/realDonaldTrump/status/785289587157504000
Bill Clinton,,“Highly overrated!”,https://twitter.com/realDonaldTrump/status/758120321845235712
Bill Clinton,,“What Bill did was stupid!”,https://twitter.com/realDonaldTrump/status/749341789102960640
Bill Clinton,,“the WORST abuser of woman in U.S. political history”,https://twitter.com/realDonaldTrump/status/732540713678819328
Bill Clinton,,“hypocrite”,https://twitter.com/realDonaldTrump/status/683378470093746176
Bill Clinton,,"“terrible, failed badly”",https://twitter.com/realDonaldTrump/status/681693955700948996
Bill Clinton,,“was called a racist”,https://twitter.com/realDonaldTrump/status/681693955700948996
Bill Clinton,,“DEMONSTRATED A PENCHANT FOR SEXISM”,https://twitter.com/realDonaldTrump/status/680908733455708160
Bill Clinton,,“so inappropriate”,https://twitter.com/realDonaldTrump/status/680908733455708160
Bill and Hillary Clinton,,“the real predators”,https://twitter.com/realDonaldTrump/status/769143845892136960
"The Bill, Hillary and Chelsea Clinton Foundation",Philanthropic organization,“corrupt”,https://twitter.com/realDonaldTrump/status/1071001119697108992
"The Bill, Hillary and Chelsea Clinton Foundation",Philanthropic organization,“a CRIMINAL ENTERPRISE”,https://twitter.com/realDonaldTrump/status/788923410353008640
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1071006628487540738
Hillary Clinton,,“corrupt”,https://twitter.com/realDonaldTrump/status/1071015457409384453
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1068110895409233921
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1067576713859817472
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1033339636343549952
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1033339636343549952
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1033341088579440640
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1033341788491317255
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1032431371728445441
Hillary Clinton,,“forgot to campaign in numerous states!”,https://twitter.com/realDonaldTrump/status/1032431371728445441
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1031141396776984576
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1031141396776984576
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1029352395464224769
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1029354577559281665
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1029037282676957185
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1028347518822825984
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1024263146008207361
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1023653191974625280
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1023664624259014656
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1022812910702215169
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1021341698734030848
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1020984152357777408
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1021158915206152193
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1018731223890481153
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1018197842559725569
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1015723140364865536
Hillary Clinton,,“Crooked H”,https://twitter.com/realDonaldTrump/status/1012315534220808192
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1012318771250384896
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1011588967442022406
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1008510118395293699
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/1007679422865006593
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1003949263481696256
Hillary Clinton,,“totally Crooked Campaign”,https://twitter.com/realDonaldTrump/status/1001420270094168064
Hillary Clinton,,“totally Crooked”,https://twitter.com/realDonaldTrump/status/1001420270094168064
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1000741764565753856
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1000837182297464832
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/1000462031500099584
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/999096013674680321
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/998187672979038208
Hillary Clinton,,“corrupt”,https://twitter.com/realDonaldTrump/status/998189366844559360
Hillary Clinton,,“Crooked H”,https://twitter.com/realDonaldTrump/status/987679848284999680
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/985483513704124416
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/984767560494313472
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/975163071361683456
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/975350027169206273
Hillary Clinton,,“Crooked H”,https://twitter.com/realDonaldTrump/status/975062797162811394
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/972832210222043137
Hillary Clinton,,“Crooked H”,https://twitter.com/realDonaldTrump/status/965079126829871104
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/965205208191168512
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/961802557646569475
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/951416674808467461
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/949618475877765120
Hillary Clinton,,“went down in flames”,https://twitter.com/realDonaldTrump/status/949618475877765120
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/948174033882927104
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/947458942719979520
Hillary Clinton,,“Crooked H.”,https://twitter.com/realDonaldTrump/status/946401576381505536
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/945646491955290113
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/940567812053053441
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/937141061343956992
Hillary Clinton,,“totally Crooked”,https://twitter.com/realDonaldTrump/status/937142713211813889
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/936052257392676864
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/935701139198181376
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/933291075342540800
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/931877599034388480
Hillary Clinton,,“the worst (and biggest) loser of all time”,https://twitter.com/realDonaldTrump/status/931877599034388480
Hillary Clinton,,"“Hillary, get on with your life and give it another try in three years!”",https://twitter.com/realDonaldTrump/status/931877599034388480
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/929509950811881472
Hillary Clinton,,“Crooked H”,https://twitter.com/realDonaldTrump/status/926247543801044993
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/926403023861141504
Hillary Clinton,,“paid for and stole the Dem Primary”,https://twitter.com/realDonaldTrump/status/926404584456773632
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/926415703476928512
Hillary Clinton,,“bought the DNC & then stole the Democratic Primary from Crazy Bernie!”,https://twitter.com/realDonaldTrump/status/926415703476928512
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/926417546038923264
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/926456069047582721
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/926456409260285952
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/925005659569041409
Hillary Clinton,,“played the press for fools on Russia”,https://twitter.com/realDonaldTrump/status/924096747122634752
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/921848853090983938
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/920595564064100352
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/919914000959397888
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/911179462745710593
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/911189860769255424
Hillary Clinton,,“a bad candidate!”,https://twitter.com/realDonaldTrump/status/911189860769255424
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/910453612630900736
Hillary Clinton,,“blames everybody (and every thing) but herself for her election loss”,https://twitter.com/realDonaldTrump/status/908160218995068928
Hillary Clinton,,“lost the debates and lost her direction!”,https://twitter.com/realDonaldTrump/status/908160218995068928
Hillary Clinton,,"“in the end, had no game!”",https://twitter.com/realDonaldTrump/status/908161523180285953
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/898870621584596993
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/889467610332528641
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/888730468732067841
Hillary Clinton,,"“can illegally get the questions to the Debate & delete 33,000 emails but my son Don is being scorned by the Fake News Media?”",http://twitter.com/realDonaldTrump/status/886534810575020032
Hillary Clinton,,“gave our country away”,http://twitter.com/realDonaldTrump/status/884378624660582405
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/879320905608044544
Hillary Clinton,,“colluded”,http://twitter.com/realDonaldTrump/status/878946025662296064
Hillary Clinton,,“Is she allowed to so collude?”,http://twitter.com/realDonaldTrump/status/878946025662296064
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/875441788110110727
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/870077441401905152
Hillary Clinton,,“a terrible candidate”,http://twitter.com/realDonaldTrump/status/870077441401905152
Hillary Clinton,,“Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!”,https://twitter.com/realDonaldTrump/status/848857910297980928
Hillary Clinton,,“no enthusiasm!”,https://twitter.com/realDonaldTrump/status/819868066364461058
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/795753162623815680
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/794281898570825728
Hillary Clinton,,“unfit to serve”,https://twitter.com/realDonaldTrump/status/794281898570825728
Hillary Clinton,,“decades of lies and scandal”,https://twitter.com/realDonaldTrump/status/793892802040041472
Hillary Clinton,,“Crooked Hillary's corruption is closing in”,https://twitter.com/realDonaldTrump/status/793892802040041472
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/793796754193936385
Hillary Clinton,,“Guilty - cannot run”,https://twitter.com/realDonaldTrump/status/793796754193936385
Hillary Clinton,,“a big mistake”,https://twitter.com/realDonaldTrump/status/793763567837253633
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/793456094198759424
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/793422633111023616
Hillary Clinton,,“should not be allowed to run for president”,https://twitter.com/realDonaldTrump/status/793422633111023616
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/793421274043285504
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/793400131525677056
Hillary Clinton,,“unfit to be president”,https://twitter.com/realDonaldTrump/status/793400131525677056
Hillary Clinton,,“Bad judgement!”,https://twitter.com/realDonaldTrump/status/793400131525677056
Hillary Clinton,,“We must not let #CrookedHillary take her CRIMINAL SCHEME into the Oval Office”,https://twitter.com/realDonaldTrump/status/792083605405171712
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/791770795165057025
Hillary Clinton,,“launched her political career by letting terrorists off the hook”,https://twitter.com/realDonaldTrump/status/791770795165057025
Hillary Clinton,,“Hillary said she was under sniper fire (while surrounded by USSS.) Turned out to be a total lie. She is not fit to lead our country”,https://twitter.com/realDonaldTrump/status/791398814049456128
Hillary Clinton,,“Crooked H”,https://twitter.com/realDonaldTrump/status/790924363348541445
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/790523240351498241
Hillary Clinton,,“wants to take in as many Syrians as possible”,https://twitter.com/realDonaldTrump/status/790523240351498241
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/790343997814403072
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/790268732354461696
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/790174395985788929
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/789599646821806085
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/789598795315150853
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/789594671387447297
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/789487320290430976
Hillary Clinton,,“FAILED ALL OVER THE WORLD”,https://twitter.com/realDonaldTrump/status/788926818162139136
Hillary Clinton,,“loves to lie”,https://twitter.com/realDonaldTrump/status/788922462733869056
Hillary Clinton,,“She'll say anything and change NOTHING!”,https://twitter.com/realDonaldTrump/status/788922326729367552
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/788921683629400064
Hillary Clinton,,“a Wall Street PUPPET!”,https://twitter.com/realDonaldTrump/status/788921683629400064
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/788920482238038016
Hillary Clinton,,“has never created a job in her life”,https://twitter.com/realDonaldTrump/status/788920482238038016
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/788919918007758849
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/788918810040344576
Hillary Clinton,,“a foreign policy DISASTER”,https://twitter.com/realDonaldTrump/status/788917524322627585
Hillary Clinton,,"“you have failed, failed, and failed”",https://twitter.com/realDonaldTrump/status/788917052337557505
Hillary Clinton,,“too weak to lead”,https://twitter.com/realDonaldTrump/status/788914665136922624
Hillary Clinton,,"“no solutions, no ideas, no credibility”",https://twitter.com/realDonaldTrump/status/788914665136922624
Hillary Clinton,,“the most corrupt person to ever run for the presidency of the United States”,https://twitter.com/realDonaldTrump/status/788538743950938112
Hillary Clinton,,"“If we let Crooked run the govt, history will remember 2017 as the year America lost its independence”",https://twitter.com/realDonaldTrump/status/788403448593002496
Hillary Clinton,,“So CROOKED”,https://twitter.com/realDonaldTrump/status/788402786970939392
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/788150475258343424
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/788123233442824192
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/788037987556794368
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/788031447932215300
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/787779039079624704
Hillary Clinton,,“Such a dishonest person”,https://twitter.com/realDonaldTrump/status/787779039079624704
Hillary Clinton,,“crooked”,https://twitter.com/realDonaldTrump/status/787756849453989889
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/787736416671367168
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/787699930718695425
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/787643017234636800
Hillary Clinton,,“SO CORRUPT!”,https://twitter.com/realDonaldTrump/status/787643017234636800
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/787642321072513024
Hillary Clinton,,“should be in jail”,https://twitter.com/realDonaldTrump/status/787267564405653505
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/787258211283918848
Hillary Clinton,,“PAY TO PLAY POLITICS”,https://twitter.com/realDonaldTrump/status/786204978629185536
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/786204978629185536
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/786189446274248704
Hillary Clinton,,“Fraud”,https://twitter.com/realDonaldTrump/status/785979396620324865
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/785979396620324865
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/785910334427058177
Hillary Clinton,,“disgraceful behavior”,https://twitter.com/realDonaldTrump/status/785898532645502980
Hillary Clinton,,“unfit to run”,https://twitter.com/realDonaldTrump/status/785898532645502980
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/785854588654092290
Hillary Clinton,,“Hypocrite”,https://twitter.com/realDonaldTrump/status/785306429250998272
Hillary Clinton,,“Hypocrite!”,https://twitter.com/realDonaldTrump/status/785296480672382979
Hillary Clinton,,“nothing Hillary has said about her secret server has been true”,https://twitter.com/realDonaldTrump/status/785290904093491200
Hillary Clinton,,“If I win-I am going to instruct my AG to get a special prosecutor to look into your situation”,https://twitter.com/realDonaldTrump/status/785290517835841536
Hillary Clinton,,“there's never been anything like your lies”,https://twitter.com/realDonaldTrump/status/785290517835841536
Hillary Clinton,,“Crooked”,http://twitter.com/realDonaldTrump/status/782698760514207744
Hillary Clinton,,“has only created jobs at the FBI and DOJ!”,https://twitter.com/realDonaldTrump/status/782544407593619457
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/782330717539803136
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/782264189574377472
Hillary Clinton,,“nasty to Sanders supporters behind closed doors”,https://twitter.com/realDonaldTrump/status/782264189574377472
Hillary Clinton,,“Owned by Wall St and Politicians”,https://twitter.com/realDonaldTrump/status/782264189574377472
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/781788223055994880
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/781785509639118848
Hillary Clinton,,“suffers from BAD JUDGEMENT!”,https://twitter.com/realDonaldTrump/status/781785509639118848
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/781784161044553728
Hillary Clinton,,“terrible!”,https://twitter.com/realDonaldTrump/status/781784161044553728
Hillary Clinton,,“failing for 30 years”,https://twitter.com/realDonaldTrump/status/780781327050235905
Hillary Clinton,,“not getting the job done”,https://twitter.com/realDonaldTrump/status/780781327050235905
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/780752274020761601
Hillary Clinton,,“failed all over the world”,https://twitter.com/realDonaldTrump/status/780594362862362624
Hillary Clinton,,“a typical politician”,https://twitter.com/realDonaldTrump/status/780581933176778752
Hillary Clinton,,"“all talk, no action”",https://twitter.com/realDonaldTrump/status/780581933176778752
Hillary Clinton,,"“taking the day off again, she needs the rest”",https://twitter.com/realDonaldTrump/status/778238281196662784
Hillary Clinton,,“copying my airplane rallies”,https://twitter.com/realDonaldTrump/status/778237485402980352
Hillary Clinton,,“puts the plane behind her like I have been doing from the beginning”,https://twitter.com/realDonaldTrump/status/778237485402980352
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/777260548991819776
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/777022559367770112
Hillary Clinton,,“said horrible things about my supporters”,https://twitter.com/realDonaldTrump/status/774673449885192192
Hillary Clinton,,“SO INSULTING to my supporters”,https://twitter.com/realDonaldTrump/status/774590070355529728
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/774487060384276480
Hillary Clinton,,“very dumb”,https://twitter.com/realDonaldTrump/status/774044548293074944
Hillary Clinton,,“totally confused”,https://twitter.com/realDonaldTrump/status/773920230192054272
Hillary Clinton,,“Unfit to serve as #POTUS”,https://twitter.com/realDonaldTrump/status/773920230192054272
Hillary Clinton,,“just gave a disastrous news conference”,https://twitter.com/realDonaldTrump/status/773903163296473088
Hillary Clinton,,“Lyin'”,https://twitter.com/realDonaldTrump/status/772582467601588224
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/772574369633763329
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/772465330740404225
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/772417922279043073
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/772171469476552704
Hillary Clinton,,“doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN!”,https://twitter.com/realDonaldTrump/status/771212706275741696
Hillary Clinton,,“doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!”,https://twitter.com/realDonaldTrump/status/771145576381427712
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/770330631783972868
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/770252177512230912
Hillary Clinton,,"“brainpower is highly overrated,  decision making is so bad”",https://twitter.com/realDonaldTrump/status/770252177512230912
Hillary Clinton,,“has BAD JUDGEMENT”,https://twitter.com/realDonaldTrump/status/770252177512230912
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/770250409843777536
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/770039317142069248
Hillary Clinton,,“called African-American youth “SUPER PREDATORS””,https://twitter.com/realDonaldTrump/status/769221405820923905
Hillary Clinton,,“Crooked”,https://twitter.com/realDonaldTrump/status/769170204941164544
