"name","my_party","gender.x","my_race","my_type","occupation","office2","gender.y","type","state.x","district","party.y","senate_class","party.x","branch","nationality","office","office3","rank","state.y","state_house","img1","img2","img3","img4"
"stormy daniels","r","female","w","celeb",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]] <br>[[Democratic Party (United States)|Democratic]] (before 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/80/Stormy_Daniels_2015.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2c/Stormy_Daniels_2010.jpg","https://upload.wikimedia.org/wikipedia/commons/1/11/Ron_Jeremy%2C_Stormy_Daniels_at_Ron_Jeremy%27s_Birthday_Party_3.jpg",NA
"stuart stevens","r","male","w","X",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sylvester stallone","r","male","w","celeb","Actor, screenwriter, film director",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/58/Sylvester_Stallone_1978.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a2/Sylvester_Stallone_-_1977.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c1/Sylvester_Stallone_Cannes.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1f/Stallone-Handprints.jpg"
"ted cruz","r","male","w","sen",NA,NA,"M","sen","TX",NA,"[[Republican Party (United States)|Republican]]",1,"Republican",NA,NA,NA,NA,NA,"[[Texas]]",NA,"https://upload.wikimedia.org/wikipedia/commons/8/87/Ted_Cruz%2C_official_portrait%2C_113th_Congress.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f0/Seal_of_the_United_States_Senate.svg","https://upload.wikimedia.org/wikipedia/commons/d/d6/US_Senator_of_Texas_Ted_Cruz_at_FITN_in_Nashua%2C_NH_07.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b0/Ted_Cruz_by_Gage_Skidmore_4.jpg"
"thomas p. bossert","r","male","w","trump",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"7th [[United States Homeland Security Advisor]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/8b/Tom_Bossert_official_photo.jpg",NA,NA,NA
"tom marino","r","male","w","rep",NA,"[[District Attorney]] of [[Lycoming County, Pennsylvania|Lycoming County]]","M","rep","PA",10,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,"[[District Attorney]] of [[Lycoming County, Pennsylvania|Lycoming County]]",NA,"[[Pennsylvania]]",NA,"https://upload.wikimedia.org/wikipedia/commons/7/7a/Tom_Marino_Official_Portrait%2C_112th_Congress.jpg",NA,NA,NA
"tom price","r","male","w","trump",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"23rd [[United States Secretary of Health and Human Services]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b7/U.S._Congressman_Tom_Price_speaking_at_the_2010_Conservative_Political_Action_Conference_%28CPAC%29.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ce/Tom_Price_original.jpg","https://upload.wikimedia.org/wikipedia/commons/0/03/Price_at_Roswell_town_hall_meeting.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9c/Tom_Price_by_Gage_Skidmore_2.jpg"
"tom ridge","r","male","w","govt",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,"{{army|United States}}",NA,"1st [[United States Secretary of Homeland Security]]",NA,"[[File:Army-USA-OR-06.svg|18px]] [[Staff sergeant]]",NA,NA,"https://upload.wikimedia.org/wikipedia/en/8/88/Congressman_Tom_Ridge.jpg","https://upload.wikimedia.org/wikipedia/commons/4/40/TomRidgePodium-McCainRallyWashingtonPA2008.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/Shalala%2C_Ridge%2C_Lieberman%2C_Wainstein%2C_Greenwood_at_the_Blue_Ribbon_Study_Panel_on_Biodefense.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2c/President_George_W._Bush_shakes_hands_with_Governor_Tom_Ridge.jpg"
"tomi lahren","r","male","w","media","[[Vlog]]ger: ''Tomi Lahren's Final Thoughts''<br>Conservative political commentator",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c3/Tomi_Lahren_by_Gage_Skidmore_2.jpg","https://upload.wikimedia.org/wikipedia/commons/d/dc/Tomi_Lahren_%2844210703612%29.jpg",NA,NA
"trey gowdy","r","male","w","rep",NA,NA,"M","rep","SC",4,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,"Chair of the [[United States House Committee on Oversight and Government Reform|House Oversight and Government Reform Committee]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/0d/Trey_Gowdy_official_congressional_photo.jpg",NA,NA,NA
"wilbur ross","r","male","w","trump",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]] (2016–present)",NA,NA,NA,NA,"39th [[United States Secretary of Commerce]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fd/Wilbur_Ross_Official_Portrait.jpg",NA,NA,NA
"woody johnson","r","male","w","govt",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"[[United States Ambassador to the United Kingdom]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/5c/Woody_Johnson_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/2/20/Robert_Wood_Johnson_official_portrait.jpg",NA,NA
"abdel fattah el-sisi",NA,"male","m","foreign leader",NA,"[[List of Ministers of Defence of Egypt|Minister of Defence]]",NA,NA,NA,NA,"[[Independent politician|Independent]]",NA,NA,"{{army|Egypt}}",NA,"[[List of Presidents of Egypt|6th]] [[President of Egypt]]","[[List of Ministers of Defence of Egypt|Minister of Defence]]","[[File:EgyField Marshal.png|25px]] [[Field marshal|Field Marshal]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/22/%D8%A5%D9%85%D8%B6%D8%A7%D8%A1_%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%81%D8%AA%D8%A7%D8%AD_%D8%A7%D9%84%D8%B3%D9%8A%D8%B3%D9%8A_-_Signature_abdel_fatah_sisi_Image.jpg","https://upload.wikimedia.org/wikipedia/commons/3/37/Vladimir_Putin_and_Abdel_Fattah_el-Sisi.jpeg","https://upload.wikimedia.org/wikipedia/commons/b/bc/President_Donald_Trump_%26_President_Abdel_Fattah_Al_Sisi%2C_April_3%2C_2017.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6d/Abdel_Fattah_el-Sisi%2C_King_Salman_of_Saudi_Arabia%2C_Melania_Trump%2C_and_Donald_Trump%2C_May_2017.jpg"
"abdullah ii of jordan",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/6/6b/Queen_Rania_and_King_Abdullah_II_of_Jordan%2C_Donald_and_Melania_Trump_in_the_Oval_Office%2C_April_2017.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c4/King_Abdullah_II_of_Jordan_as_a_young_prince_in_1973.jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/King_Abdullah_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg"
"abu bakr al-baghdadi",NA,"male","m","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iraqi",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/22/Rewards_For_Fugitives_Abu_Du%27a.ogg","https://upload.wikimedia.org/wikipedia/commons/1/1c/Mugshot_of_Abu_Bakr_al-Baghdadi.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1a/Mugshot_of_Abu_Bakr_al-Baghdadi%2C_2004.jpg",NA
"adam",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adam levine",NA,"male","w","celeb","{{flatlist|
* Singer
* songwriter
* musician
* actor}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a0/Adam_Levine_with_guitar_at_2007_MyCokeFest_in_Atlanta.JPG","https://upload.wikimedia.org/wikipedia/commons/e/ec/AdamLevine2011.jpg","https://upload.wikimedia.org/wikipedia/commons/4/44/Adam_Levine_from_Maroon_5_cropped.JPG","https://upload.wikimedia.org/wikipedia/commons/5/56/Adam_Levine2.JPG"
"adolph ochs",NA,"male","w","news","Publisher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/95/Ochsstamp.jpg","https://upload.wikimedia.org/wikipedia/commons/2/25/CAB_1918_Ochs_Adolph_S_signature.png","https://upload.wikimedia.org/wikipedia/commons/7/70/Adolph-and-iphigene-ochs-1902.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5c/CAB_1918_Ochs_Adolph_S.jpg"
"ainsley earhardt",NA,"female","w","news","Television [[news anchor]] and [[correspondent]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/14/Ainsley_Earhardt_US_Navy_110527-N-5698C-083.jpg",NA,NA,NA
"ainsley earnhardt",NA,"male",NA,"news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"al-jaber al-sabah",NA,"male","m","foreign leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/3f/Cheney_meets_with_Sheikh_Sabah_Al-Ahmed_Al-Jaber_Al_Sabah.jpg",NA,NA,NA
"alain berset",NA,"male","w","foreign leader",NA,"Head of the Department of [[Federal Department of Home Affairs|Home Affairs]]",NA,NA,NA,NA,"[[Social Democratic Party of Switzerland|Social Democratic Party]]",NA,NA,NA,NA,"[[President of the Swiss Confederation|President of Switzerland]]","Head of the Department of [[Federal Department of Home Affairs|Home Affairs]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f2/Alain_Berset_2013.jpg",NA,NA,NA
"alan dershowitz",NA,"male","w","media","Former Felix Frankfurter Professor of Law at [[Harvard Law School]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/01/Alan_dershowitz_2009_retouched_cropped.jpg",NA,NA,NA
"alex ovechkin",NA,"male","w","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/88/Ovechkin_%2824672627026%29.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bc/Ovechkin_key_to_city_ceremony.jpg","https://upload.wikimedia.org/wikipedia/commons/1/17/Ovechkin_%2844167919%29.jpg","https://upload.wikimedia.org/wikipedia/commons/3/30/Semin_and_Ovechkin_2007.jpg"
"alexis tsipras",NA,"male","w","foreign leader",NA,"[[Leader of the Opposition (Greece)|Leader of the Opposition]]",NA,NA,NA,NA,"[[Syriza]] (2013–present)",NA,NA,NA,NA,"[[Prime Minister of Greece]]","[[Leader of the Opposition (Greece)|Leader of the Opposition]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/6/60/President_Donald_J._Trump_shakes_hands_with_Greek_Prime_Minister_Alexis_Tsipras_at_their_joint_press_conference_in_the_Rose_Garden_at_the_White_House%2C_Tuesday%2C_October_17%2C_2017%2C_in_Washington%2C_D.C.jpg","https://upload.wikimedia.org/wikipedia/commons/7/70/With_Greek_Prime_Minister_Alexis_Tsipras.jpg","https://upload.wikimedia.org/wikipedia/commons/6/62/Tsipras_and_Junker.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2f/Alexis_Tsipras_at_the_National_Resistance_Memorial%2C_Kaisariani.jpg"
"alice johnson",NA,"female","b","citizen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Executive_Grant_of_Clemency_for_Alice_Marie_Johnson.png",NA,NA,NA
"alicia machado",NA,"female","h","celeb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/1a/Alicia_Machado.jpg",NA,NA,NA
"alisyn camerota",NA,"female","w","news","Broadcast journalist, CNN host, correspondent for [[NBC News]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/86/Alysin_Camerota_at_2016_Democratic_National_Convention.jpg",NA,NA,NA
"alwaleed bin talal",NA,"male","m","business","Chairman & CEO of [[Kingdom Holding Company]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[Saudi]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/0f/Al_Waleed_bin_Talal_2015.jpg",NA,NA,NA
"amir sabah",NA,"male","m","foreign leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/3f/Cheney_meets_with_Sheikh_Sabah_Al-Ahmed_Al-Jaber_Al_Sabah.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4e/Secretary_Kerry_meets_with_Amir_of_Kuwait_%282%29_%28cropped%29.jpg",NA,NA
"amy chozick",NA,"female","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amy kremer",NA,"female","w","politician",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fa/Amy_Kremer.jpg","https://upload.wikimedia.org/wikipedia/commons/3/39/Amy_Kremer_%287004380180%29.jpg",NA,NA
"andres manuel lopez obrador",NA,"male","h","foreign leader",NA,"1st [[National Regeneration Movement|President of the National Council of the National Regeneration Movement]]",NA,NA,NA,NA,"[[National Regeneration Movement]] (2012–present) {{efn|Was not officially registered as a political party till 10 July 2014.}}",NA,NA,NA,NA,"[[President of Mexico]]<br>Elect","1st [[National Regeneration Movement|President of the National Council of the National Regeneration Movement]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/9c/Secretary_Pompeo_Meets_With_Mexican_President-_Elect_L%C3%B3pez_Obrador_%2842488751605%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1b/Fox_Lopez_Obrador_Montiel.jpg","https://upload.wikimedia.org/wikipedia/commons/3/30/Reuni%C3%B3n_con_el_Presidente_Electo%2C_Andr%C3%A9s_Manuel_L%C3%B3pez_Obrador_8_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3e/Andres_manuel_lopez_obrador_oct05.jpg"
"andrew brunson",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[United States]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg","https://upload.wikimedia.org/wikipedia/commons/4/41/President_Trump_and_President_Erdo%C4%9Fan_joint_statement_in_the_Roosevelt_Room%2C_May_16%2C_2017.jpg",NA,NA
"andrew mccarthy",NA,"male","w","news","{{flatlist|
* Actor
* [[travel writer]]
* television director}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/5c/Dolores_Rice_Andrew_McCarthy_Shankbone_2010_NYC.jpg","https://upload.wikimedia.org/wikipedia/commons/2/23/Andrew_McCarthy_Shrek_Shankbone_2010_NYC.jpg",NA,NA
"andrew napolitano",NA,"male","w","govt","Judge (1987–1995)<br>Attorney (1975–present)<br>Media commentator (1998–present)<br>Professor of Law (1980–1981; 1989–2000; 2013–present)",NA,NA,NA,NA,NA,"[[Libertarian Party (United States)|Libertarian]]",NA,NA,NA,NA,"Judge of the<br>[[New Jersey Superior Court]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/6/67/Andrew_Napolitano_%284376625471%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/99/Andrew_Napolitano_by_Gage_Skidmore_3.jpg",NA,NA
"andy",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andy lack",NA,"male","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andy mccarthy",NA,"male","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20161201223606%21Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20120912121406%21Blue_pencil.svg",NA
"angela merkel",NA,"female","w","foreign leader",NA,NA,NA,NA,NA,NA,"[[Democratic Awakening]] (1989–1990)<br>[[Christian Democratic Union (Germany)|Christian Democratic Union]] (1990–present)",NA,NA,NA,NA,"[[Chancellor of Germany]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b1/Angela_Merkel_%289307201890%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1b/Angela-merkel-ebw-01.jpg","https://upload.wikimedia.org/wikipedia/commons/0/05/Angela_Merkel_Juli_2010_-_3zu4_%28cropped_2%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/21/Angela_Merkel_-_Juli_2010_-_3zu4_cropped.jpg"
"anna giaritelli",NA,"female","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Lock-red-alt.svg","https://upload.wikimedia.org/wikipedia/commons/b/b4/Lock-blue-alt-2.svg","https://upload.wikimedia.org/wikipedia/commons/2/27/Arrow_Blue_Left_001.svg","https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg"
"anna wintour",NA,"female","w","news","Magazine editor, fashion journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"British",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/73/Anna_Wintour_on_cell_phone_2013.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Anna_Wintour_Shankbone_2010_NYC.jpg","https://upload.wikimedia.org/wikipedia/commons/1/16/Anna_Wintour_signature.png","https://upload.wikimedia.org/wikipedia/commons/8/85/Anna_Wintour.jpg"
"anthony kennedy",NA,"male","w","govt",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{{flag|United States Army}}",NA,"[[Associate Justice of the Supreme Court of the United States]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/37/C43610-23_Ronald_Reagan_and_Anthony_Kennedy.jpeg","https://upload.wikimedia.org/wikipedia/commons/2/20/Anthony_Kennedy_official_SCOTUS_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fb/Anthony_Kennedy_signature.svg",NA
"antónio guterres",NA,"male","w","foreign leader",NA,"[[List of Prime Ministers of Portugal|114th]] [[Prime Minister of Portugal]]",NA,NA,NA,NA,"[[Socialist Party (Portugal)|Socialist]]",NA,NA,NA,"Portuguese","9th [[Secretary-General of the United Nations]]","[[List of Prime Ministers of Portugal|114th]] [[Prime Minister of Portugal]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b7/Vladimir_Putin_and_Ant%C3%B3nio_Guterres_%282016-11-24%29_04.jpg","https://upload.wikimedia.org/wikipedia/commons/2/25/Secretary_Kerry_Shakes_Hands_With_UN_Secretary-General-Designate_Guterres_After_Addressing_Reporters_in_Washington_%2830472809790%29.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ca/President_Donald_J._Trump_and_United_Nations_Secretary-General_Ant%C3%B3nio_Guterres_at_the_United_Nations_General_Assembly_%2837425398212%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f4/Michel_Temer_e_Ant%C3%B3nio_Guterres.jpg"
"arianna huffington",NA,"female","w","news","Journalist, Entrepreneur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/ce/Arianna_Huffington_2011_Shankbone_2.JPG","https://upload.wikimedia.org/wikipedia/commons/b/bb/Arianna_Huffington_thumb.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9d/Arianna_Huffington_May_2014.jpg",NA
"art laffer",NA,"male","w","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[United States|American]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/ce/Artur_Laffer.jpg",NA,NA,NA
"arthur ochs sulzberger jr.",NA,"male","w","news","Chairman,<br/>[[The New York Times Company]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/ab/Arthur_Sulzberger_Jr_at_FT_Spring_Party.jpg",NA,NA,NA
"artie muller",NA,"male","w","X","{{hlist|Bandleader|composer}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/6/6b/Artie_Shaw_%28Gottlieb_07771%29.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cb/Artie_Shaw_in_Second_Chorus_2.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e9/Artie_Shaw_Playing.jpg",NA
"bailey holt",NA,"female","w","citizen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/8/80/Bailey-House-logo.gif","https://upload.wikimedia.org/wikipedia/commons/9/9b/Bailey_House_from_South.jpg",NA,NA
"barron trump",NA,"male","w","family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/e0/Trump_Family_Crest.png","https://upload.wikimedia.org/wikipedia/commons/5/53/Donald_Trump_official_portrait_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fe/Donald_Trump_Signature.svg","https://upload.wikimedia.org/wikipedia/commons/5/53/Donald_Trump_official_portrait_%28cropped%29.jpg"
"bashar al-assad",NA,"male","m","foreign leader",NA,NA,NA,NA,NA,NA,"[[Arab Socialist Ba'ath Party – Syria Region|Syrian Ba'ath Party]]",NA,NA,"[[Syrian Armed Forces]]",NA,"19th [[President of Syria]]",NA,"[[File:Syria-Army-Mushir.svg|30px]] [[Mushir|Marshal]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/9c/Vladimir_Putin_and_Bashar_al-Assad_%282015-10-21%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a9/Ted_Kaufman_with_al-Assad.jpg","https://upload.wikimedia.org/wikipedia/commons/2/24/Syrian_President_Bashar_al-Assad_meets_Iran%27s_special_representative_on_Syrian_affairs_Ali_Akbar_Velayati.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ca/En-us-Bashar_Al-Assad_from_Syria_pronunciation_%28Voice_of_America%29.ogg"
"ben schreckinger",NA,"male","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"benjamin netanyahu",NA,"male","w","foreign leader","{{hlist|Politician|diplomat|writer|economic consultant|marketing executive}}",NA,NA,NA,NA,NA,"[[Likud]]",NA,NA,"{{Flagdeco|Israel|tsahal}} [[Israel Defense Forces|Israeli Defense Forces]]",NA,"Prime Minister of Israel",NA,"[[File:IDF seren rotated.svg|border|23px]] [[Israel Defense Forces ranks|Seren]] {{small|(''Captain'')}}",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/00/John_Kerry_and_Benjamin_Netanyahu_July_2014.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ac/Flickr_-_Government_Press_Office_%28GPO%29_-_P.M._Netanyahu_at_Memorial_Service_for_Yoni.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/He-Benjamin_Netanyahu.ogg","https://upload.wikimedia.org/wikipedia/commons/4/4c/Houghton_house_Netanyahu_Albright_Arafat.jpg"
"bernard goldberg",NA,"male","w","news","Journalist and author",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/6/62/Bernie_Goldberg_2011.jpg",NA,NA,NA
"bill",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bill belichick",NA,"male","w","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/15/Bob_Kraft-George_Bush-Bill_Belichick.jpg","https://upload.wikimedia.org/wikipedia/commons/9/93/Bill_Belichick_8-28-09_Patriots-vs-Redskins.jpg",NA,NA
"billy graham",NA,"male","w","religious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c6/Reagans_with_Billy_Graham.jpg","https://upload.wikimedia.org/wikipedia/commons/5/50/Billy_Graham_-_L0055_860Fo30141612210142_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/79/Billy_Graham_%281966%29_by_Erling_Mandelmann.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Billy_Graham_bw_photo%2C_April_11%2C_1966.jpg"
"bo bergdahl",NA,"male","w","military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{{Army|United States|name|=|U.S. Army|size|=|23px}} {{Small|(2008–present)}} <br/> {{Nowrap|Flagicon image|Flag of the United States Coast Guard.svg|size|=|23px| [[United States Coast Guard|U.S. Coast Guard]] |Small|(2006, 26 days)|ref| name=""""wpostjune2014""""}} {{Flagicon image|Flag of the United States Coast Guard.svg|size|=|23px}} [[United States Coast Guard|U.S. Coast Guard]] {{Small|(2006, 26 days)}}",NA,NA,NA,"Private",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/1f/USA_PFC_BoweBergdahl_ACU_Cropped.png",NA,NA,NA
"bob iger",NA,"male","w","business","Chairman and Chief Executive Officer, [[The Walt Disney Company]]",NA,NA,NA,NA,NA,"[[Independent voter|Independent]] (since 2016) <br>[[Democratic Party (United States)|Democratic]] (until 2016)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/8a/BobIgerJun10.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c2/Robert_A._Bob_Iger_signature.svg","https://upload.wikimedia.org/wikipedia/commons/f/f8/BobIgerHWOFJune2013.jpg",NA
