"name","my_party","gender.x","my_race","my_type","occupation","office2","gender.y","type","state.x","district","party.y","senate_class","party.x","branch","nationality","office","office3","rank","state.y","state_house","img1","img2","img3","img4"
"shavkat mirziyoyev",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,"[[Self-Sacrifice National Democratic Party|Self-Sacrifice National<br>Democratic Party]] {{small|(Before 2008)}} <br>[[Uzbekistan National Revival Democratic Party|National Revival Democratic<br>Party]] {{small|(2008–2016)}} <br>[[Uzbekistan Liberal Democratic Party|Liberal Democratic Party]] {{small|(2016–present)}}",NA,NA,NA,NA,"[[List of leaders of Uzbekistan|2nd]] [[President of Uzbekistan]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/56/Shavkat_Mirziyoyev.png","https://upload.wikimedia.org/wikipedia/commons/4/4b/Shavkat_Mirziyoyev_and_Emomali_Rahmon.jpg","https://upload.wikimedia.org/wikipedia/commons/1/17/Vladimir_Putin_and_Shavkat_Mirziyoev_%282017-10-11%29_01.jpg","https://upload.wikimedia.org/wikipedia/commons/4/49/Mirziyoyev_in_Kazakhstan_%282018-06-09%29.jpg"
"shawn carter",NA,"male","b","celeb","{{flatlist|
* [[List of songs recorded by Jay-Z|Rapper]]
* [[#Business career|businessman]]
* songwriter
* [[Jay-Z singles discography #Production discography|record producer]]
* [[#Business career|entrepreneur]]}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/9c/Jay-Z_%40_Shawn_%27Jay-Z%27_Carter_Foundation_Carnival_%28crop_2%29.jpg",NA,NA,NA
"shep smith",NA,"male","w","news","[[News presenter|News anchor]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/55/Shepard_Smith_in_Studio_B_crop.jpg",NA,NA,NA
"shinzo abe",NA,"male","a","foreign leader",NA,"President of the [[Liberal Democratic Party (Japan)|Liberal Democratic Party]]",NA,NA,NA,NA,"[[Liberal Democratic Party (Japan)|Liberal Democratic]]",NA,NA,NA,NA,"Prime Minister of Japan","President of the [[Liberal Democratic Party (Japan)|Liberal Democratic Party]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/ee/Macri_and_Abe.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/Robert_Zoellick_meets_Shinzo_Abe_2006-01-23.jpg","https://upload.wikimedia.org/wikipedia/commons/6/64/Shinz%C5%8D_Abe_and_Donald_Trump_in_Kawagoe_%281%29.jpg","https://upload.wikimedia.org/wikipedia/commons/3/36/Obama_%26_Abe_Review_Troops_2015.jpg"
"snoop dogg",NA,"male","b","celeb","{{flatlist|
* [[Snoop Dogg discography|Rapper]]
* [[List of songs recorded by Snoop Dogg|singer]]
* songwriter
* [[Snoop Dogg discography #Production discography|record producer]]
* [[Snoop Dogg filmography|actor]]}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/42/Snoop_Dogg_snapped_attending_a_press_conference_in_India.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6b/Snoop_Dogg_on_Stage.jpg","https://upload.wikimedia.org/wikipedia/commons/9/95/Snoop_Dogg_with_Maynard_James_Keenan_of_Tool.jpg","https://upload.wikimedia.org/wikipedia/commons/6/62/Snoop_Dogg_2016.jpg"
"sopan deb",NA,"male","i","news","Journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg","https://upload.wikimedia.org/wikipedia/commons/archive/b/b4/20091021223050%21Ambox_important.svg","https://upload.wikimedia.org/wikipedia/commons/archive/b/b4/20081112010627%21Ambox_important.svg","https://upload.wikimedia.org/wikipedia/commons/archive/b/b4/20081112010514%21Ambox_important.svg"
"stephen curry",NA,"male","b","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/40/Stephen_Curry_%2833140701266%29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/86/Stephen_Curry_%2816640524995%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/90/Stephen_Curry_vs_Washington_2016.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c0/Stephen_Curry_defends_Allen_Iverson.jpg"
"steve",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"steve cortes",NA,"male","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"steve hilton",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"British",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a3/Steve_Hilton_2015.jpg",NA,NA,NA
"stuart varney",NA,"male","w","news","Business Analyst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"British-American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4b/Stuart_Varney.JPG",NA,NA,NA
"sue kruczek",NA,"female","w","citizen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg","https://upload.wikimedia.org/wikipedia/commons/b/b9/NCAAFootball_transparent.png","https://upload.wikimedia.org/wikipedia/commons/1/16/American_football.svg","https://upload.wikimedia.org/wikipedia/commons/c/c2/Map_of_USA%2C_NFL.svg"
"tavis smiley",NA,"male","b","media","Talk show host, author",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4a/Television_personality_Tavis_Smiley_%28left%29_appears_on_scholar_Jon_Wiener_political_podcast_entitled_Start_Making_Sense.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/Tavis_smiley_2014.jpg",NA,NA
"tayyip erdogan",NA,"male","w","foreign leader",NA,"{{nowrap|Leader of the [[Justice and Development Party (Turkey)|Justice and Development Party]]}}",NA,NA,NA,NA,"{{plainlist|
*[[National Salvation Party]] |small|(before 1981)|
*[[Welfare Party]] |small|(1983–1998)|
*[[Virtue Party]] |small|(1998–2001)|
*[[Justice and Development Party (Turkey)|Justice and Development Party]] |small|(2001–2014; 2017–present)}} {{small|(before 1981)}} *[[Welfare Party]] {{small|(1983–1998)}} *[[Virtue Party]] {{small|(1998–2001)}} *[[Justice and Development Party (Turkey)|Justice and Development Party]] {{small|(2001–2014; 2017–present)}}",NA,NA,NA,NA,NA,"{{nowrap|Leader of the [[Justice and Development Party (Turkey)|Justice and Development Party]]}}",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/99/After_coup_nightly_demonstartion_of_president_Erdogan_supporters._Istanbul%2C_Turkey%2C_Eastern_Europe_and_Western_Asia._22_July%2C2016.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2f/Erdogan_foreign_trips_as_prime_minister.png","https://upload.wikimedia.org/wikipedia/commons/f/fd/Vladimir_Putin%2C_Hassan_Rouhani%2C_Recep_Tayyip_Erdo%C4%9Fan_01.jpg","https://upload.wikimedia.org/wikipedia/commons/1/11/WORLD_ECONOMIC_FORUM_ANNUAL_MEETING_2009_-_Recep_Tayyip_Erdogan.jpg"
"theresa may",NA,"female","w","foreign leader",NA,"[[Commonwealth Chair-in-Office|14th Chairperson-in-Office of the Commonwealth of Nations]]",NA,NA,NA,NA,"[[Conservative Party (UK)|Conservative]]",NA,NA,NA,NA,"[[Prime Minister of the United Kingdom]]","[[Commonwealth Chair-in-Office|14th Chairperson-in-Office of the Commonwealth of Nations]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/54/Vladimir_Putin_and_Theresa_May_%282016-09-04%29_02.jpg","https://upload.wikimedia.org/wikipedia/commons/0/01/Signature_of_Theresa_May.svg","https://upload.wikimedia.org/wikipedia/commons/5/5c/Theresa_May.png","https://upload.wikimedia.org/wikipedia/commons/2/23/Theresa_May_Official.jpg"
"thomas binion",NA,"male","w","politician",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/2/24/Crystal_personal.svg","https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_New_Jersey.svg",NA
"thomas s monson",NA,"male","w","religious",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[United States Navy]]",NA,NA,NA,"[[File:US Navy O1 insignia.svg|15px|Insignia of Commander, United States Navy]] [[Ensign (rank)#United States|Ensign]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/7a/Thomas_S_Monson2.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8f/Thomassmonsonsignature.jpg","https://upload.wikimedia.org/wikipedia/commons/6/63/Thomassmonson.jpg",NA
"tiger woods",NA,"male","b","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{{USA}}",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b2/Woods_photo_shoot.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b4/Tiger_and_Earl_Woods_Fort_Bragg_2004.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0f/US_Navy_040303-N-5319A-001_Tiger_Woods_meets_Commander_Carrier_Group_Eight_%28CCG-8%29_Rear_Adm._Denby_H._Starling_II%2C_on_the_flag_bridge_aboard_the_aircraft_carrier_USS_George_Washington_%28CVN_73%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a0/Tiger_Woods_Masters_2006.jpg"
"tim",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tim o'brien",NA,"male","w","author","Novelist, short story writer, teacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f0/Tim_obrien_2012.jpg",NA,NA,NA
"tom",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tom brady",NA,"male","w","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a1/Tom_Brady_with_Vince_Lombardi_trophy_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9f/Tom_Brady_2011.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c4/Tom_Brady.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Tom_Brady_2016.JPG"
"tom fitton",NA,"male","w","news","President,  [[activist]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/59/Tom_Fitton_%2838735126960%29_%28cropped%29.jpg",NA,NA,NA
"tom llamas",NA,"male","w","media","[[Television news anchor]] and [[Television journalist]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[United States|American]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg","https://upload.wikimedia.org/wikipedia/commons/archive/b/b4/20091021223050%21Ambox_important.svg","https://upload.wikimedia.org/wikipedia/commons/archive/b/b4/20081112010627%21Ambox_important.svg","https://upload.wikimedia.org/wikipedia/commons/archive/b/b4/20081112010514%21Ambox_important.svg"
"tony podesta",NA,"male","w","X","[[Lobbyist]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/05/Tony_Podesta_2009.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f6/Hagans_and_Podestas_2009.jpg",NA,NA
"tony schwartz",NA,"male","w","news","Journalist, advocate, professional speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg",NA,NA
"tony shaffer",NA,"male","w","author",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/82/Anthony_Shaffer_by_Gage_Skidmore.jpg",NA,NA,NA
"trần đại quang",NA,"male","a","foreign leader",NA,"Member of the [[National Assembly (Vietnam)|National Assembly]]",NA,NA,NA,NA,"[[File:Flag of the Communist Party of Vietnam.svg|25px]] [[Communist Party of Vietnam]]",NA,NA,"[[File:Vietnam People's Public Security insignia.jpg|23px]] [[Vietnam People's Public Security]]","[[Vietnam]]ese","[[List of Presidents of Vietnam|8th]] [[President of Vietnam]]","Member of the [[National Assembly (Vietnam)|National Assembly]]","[[General officer|General]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/53/President_Quang_is_talking_with_PM_Nguyen_Xuan_Phuc.jpg","https://upload.wikimedia.org/wikipedia/commons/7/77/President_Tran_Dai_Quang_signature.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/President_Vladimir_Putin_with_President_of_the_People%27s_Republic_of_China_Xi_Jinping_%28centre%29_and_President_of_Vietnam_Tran_Dai_Quang.jpg","https://upload.wikimedia.org/wikipedia/commons/2/20/Vladimir_Putin_%26_Tr%E1%BA%A7n_%C4%90%E1%BA%A1i_Quang_at_APEC_Summit_in_Da_Nang%2C_Vietnam%2C_10_November_2017.jpg"
"tucker carlson",NA,"male","w","news","[[News anchor]], [[political commentator|commentator]], [[Pundit (expert)|pundit]], and [[columnist]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/12/Tucker_Carlson_2013_cropped_noise_rem_lighting_color_correction.jpg","https://upload.wikimedia.org/wikipedia/commons/9/99/TuckerRonPaul.jpg",NA,NA
"usain bolt",NA,"male","b","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[Jamaicans|Jamaican]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/37/Usain_Bolt_2012_Olympics_2.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Usain_Bolt_2012_Olympics_3.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6b/Usain_Bolt_100_m_heats_Moscow_2013.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d5/Usain_Bolt_200_m_final_Daegu_2011.jpg"
"vladimir putin",NA,"male","w","foreign leader",NA,"[[Prime Minister of Russia]]",NA,NA,NA,NA,"[[All-Russia People's Front]] (2011–present)<br />[[Independent politician|Independent]] (1991–95; 2001–08; 2012–present)",NA,NA,"[[KGB]]",NA,"[[President of Russia]]","[[Prime Minister of Russia]]","[[File:1980п-кгб.png|30px]] [[Polkovnik|Colonel]] of the KGB <br />[[File:Действительный государственный советник РФ 1 класса (Генерал армии)г.png|34px]] Actual state adviser of the Russian Federation 1 class",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/e2/Luka_Modri%C4%87_receives_the_golden_ball_prize_at_the_hands_of_Russian_President_Vladimir_Putin.jpg","https://upload.wikimedia.org/wikipedia/commons/3/33/Angela_Merkel_and_Vladimir_Putin_%282018-05-18%29_01.jpg","https://upload.wikimedia.org/wikipedia/commons/a/aa/2017-03-28_Vladimir_Putin_and_President_of_Iran_Hassan_Rouhani.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c6/Vladimir_Putin_with_family_in_Primorsky_Krai_2002-2.jpg"
"whoopi goldberg",NA,"female","b","celeb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/3c/Whoopi_Comic_Relief_cropped.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4b/Whoopi_Goldberg_at_a_NYC_No_on_Proposition_8_Rally.jpg","https://upload.wikimedia.org/wikipedia/commons/5/54/Whoopi_Goldberg_New_York_City_No_on_Proposition_8_protest.jpg",NA
"willie geist",NA,"male","w","media","[[Television personality]], journalist, humorist",NA,NA,NA,NA,NA,"[[Independent (politician)|Independent]]",NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/29/Willie_Geist.JPG",NA,NA,NA
"xi jinping",NA,"male","a","foreign leader",NA,"[[Chairman of the Central Military Commission|Chairman]] of the [[Central Military Commission (China)|Central Military Commission]]",NA,NA,NA,NA,"{{Flagicon image | Flag of the Chinese Communist Party.svg |size |=| 23px}} [[Communist Party of China]] (1974–present)",NA,NA,"{{Armed forces|China}}",NA,"[[General Secretary of the Communist Party of China]]","[[Chairman of the Central Military Commission|Chairman]] of the [[Central Military Commission (China)|Central Military Commission]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/04/Xi_Jinping_%28Chinese_characters%29.svg","https://upload.wikimedia.org/wikipedia/commons/5/5f/Xi_Jinping_in_British_Parliament.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cc/Xi_Jinping_March_2017.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0f/Xi_Jinping%2C_Xi_Yuanping_and_Xi_Zhongxun_in_1958.jpg"
"amy mcgrath","d","female","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,"{{flag|United States Marine Corps}}",NA,NA,NA,"[[File:US-O5 insignia.svg|18px]] [[Lieutenant colonel (United States)|Lieutenant colonel]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c1/Closed_Access_logo_alternative.svg","https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg","https://upload.wikimedia.org/wikipedia/commons/6/6e/US-O5_insignia.svg","https://upload.wikimedia.org/wikipedia/commons/1/13/Flag_of_the_United_States_Marine_Corps.svg"
"andrew gillum","d","male","b","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"[[List of mayors of Tallahassee, Florida|Mayor of Tallahassee]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4d/GillumRallyUNF.jpg","https://upload.wikimedia.org/wikipedia/commons/8/89/Andrew_Gillum_campaigning_in_2018.png","https://upload.wikimedia.org/wikipedia/commons/8/83/Gillum.jpg",NA
"andrew weissmann",NA,"male","w","govt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/45/Andrewweissmansignature.png",NA,NA,NA
"anthony brindisi","d","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,"[[New York (state)|New York]]",NA,NA,NA,NA,NA
"beto o’rourke","d","male","w","politician",NA,NA,"M",NA,"TX",16,"[[Democratic Party (United States)|Democratic]]",NA,"Democrat",NA,NA,NA,NA,NA,"[[Texas]]",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Beto_for_Senate_LOGO-1.png","https://upload.wikimedia.org/wikipedia/commons/2/22/Beto_Rally_in_Austin_1.jpg","https://upload.wikimedia.org/wikipedia/commons/a/af/Beto_O%27Rourke_in_2016.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/Beto_O%27Rourke%2C_Official_portrait%2C_113th_Congress.jpg"
"bill nelson","d","male","w","politician",NA,"Chair of the [[United States Senate Special Committee on Aging|Senate Aging Committee]]","M",NA,"FL",NA,"[[Democratic Party (United States)|Democratic]]",1,"Democrat","{{army|United States}}",NA,"Ranking Member of the [[United States Senate Committee on Commerce, Science and Transportation|Senate Commerce Committee]]",NA,"[[File:US-O3 insignia.svg|15px]] [[Captain (United States O-3)|Captain]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/2e/Nelson_Hurricane_Hunter.jpg","https://upload.wikimedia.org/wikipedia/commons/1/13/Bill_Nelson_in_1972.jpg","https://upload.wikimedia.org/wikipedia/commons/3/30/161_Code_Pink_at_Senator_Nelson_%2839025312181%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/23/Bill_Nelson.jpg"
"bob woodward",NA,"male","w","media","Journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b1/Bob_Woodward.jpg",NA,NA,NA
"brenda snipes",NA,"female","b","govt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[Broward County, Florida|Broward County]] Supervisor of Elections",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/8a/Brenda_Snipes.jpg",NA,NA,NA
"bruce ohr",NA,"male","a","govt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/1/1b/Semi-protection-shackle.svg","https://upload.wikimedia.org/wikipedia/en/archive/1/1b/20181113061431%21Semi-protection-shackle.svg",NA,NA
"carl bernstein",NA,"male","w","media","Journalist, writer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/db/Carl_bernstein_2007.jpg",NA,NA,NA
"christopher steele",NA,"male","w","X","Private intelligence consultant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg","https://upload.wikimedia.org/wikipedia/commons/archive/4/4c/20140410103855%21Wikisource-logo.svg","https://upload.wikimedia.org/wikipedia/commons/archive/4/4c/20060627134716%21Wikisource-logo.svg",NA
"collin peterson","d","male","w","politician",NA,NA,"M",NA,"MN",7,"[[Democratic Party (United States)|Democratic]]",NA,"Democrat","{{army|United States}}",NA,NA,NA,NA,"[[Minnesota]]",NA,"https://upload.wikimedia.org/wikipedia/commons/f/fb/Collin_Peterson_official_photo.jpg",NA,NA,NA
"cynthia nixon","d","female",NA,"media","[[Actor|Actress]]",NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/2e/Cynthia_Nixon_Weds_Christine_Marinoni.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4c/Cynthia_Nixon_Staneky_adj.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5c/Cynthia_Nixon_jgl.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bb/Cynthia_Nixon_John_Hurt_Swoosie_Kurtz_2009_Tribeca.jpg"
"danny o’connor","d","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"Recorder of [[Franklin County, Ohio|Franklin County]]",NA,NA,NA,NA,NA,NA,NA,NA
"dave roberts",NA,"male","b","sports","Weatherman, broadcaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"debbie stabenow","d","female","w","politician",NA,"Ranking Member of the [[United States Senate Committee on Agriculture, Nutrition and Forestry|Senate Agriculture Committee]]","F",NA,"MI",NA,"[[Democratic Party (United States)|Democratic]]",1,"Democrat",NA,NA,NA,NA,NA,"[[Michigan]]",NA,"https://upload.wikimedia.org/wikipedia/commons/c/cc/Debbie_Stabenow_DNC_2008.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5e/Debbie_Stabenow%2C_official_portrait_2.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1b/Debbie_Stabenow%2C_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4c/Debbie_Sabenow_signature_00.svg"
"harley rouda","d","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]] (1997–present)",NA,NA,NA,NA,NA,NA,NA,"[[California]]",NA,"https://upload.wikimedia.org/wikipedia/en/b/b4/Ambox_important.svg","https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg","https://upload.wikimedia.org/wikipedia/commons/a/a3/HR4.jpg",NA
"harry reid","d","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"[[Party leaders of the United States Senate|Senate Majority Leader]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/e0/Harry_Reid_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/6/64/Harry_Reid_Signature.svg","https://upload.wikimedia.org/wikipedia/commons/2/21/Harry_Reid_official_portrait_2009.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d9/Harry_Reid_SCHIP.jpg"
